podcast0079-sizitisi_me_ton_xristo_gia_spoudes_kai_panepistimia.mp3
-48.00	0.00	25
292.779999	297.220001	444
2185.159912	2189.270020	411
2340.850098	2344.540039	369
1402.719971	1406.270020	355
254.580002	258.059998	348
2420.479980	2423.560059	308
1310.579956	1313.560059	298
2190.810059	2193.729980	292
2786.530029	2789.449951	292
2123.590088	2126.489990	289
2404.149902	2406.840088	269
3249.629883	3252.239990	261
1620.579956	1623.109985	253
2176.959961	2179.419922	246
1044.579956	1046.930054	235
1703.489990	1705.790039	230
527.960022	530.179993	221
1422.520020	1424.640015	212
1437.979980	1440.099976	212
2236.830078	2238.949951	211
557.710022	559.719971	201
2963.590088	2965.600098	201
1158.079956	1160.069946	199
2181.610107	2183.570068	196
3369.320068	3371.280029	196
1557.569946	1559.510010	194
1425.209961	1427.010010	180
673.460022	675.210022	175
679.390015	681.140015	175
1387.329956	1389.079956	175
259.549988	261.269989	172
286.950012	288.670013	172
3145.760010	3147.459961	170
1288.670044	1290.369995	169
2754.820068	2756.510010	169
2775.770020	2777.459961	169
2721.010010	2722.689941	168
1716.680054	1718.300049	162
2143.500000	2145.120117	162
2837.570068	2839.169922	160
2097.080078	2098.669922	159
3150.570068	3152.159912	159
2206.010010	2207.600098	158
1471.260010	1472.829956	157
3263.600098	3265.169922	157
2706.409912	2707.949951	154
3291.870117	3293.409912	154
65.589996	67.099998	150
2045.300049	2046.790039	149
2783.810059	2785.280029	147
2815.389893	2816.860107	147
1587.930054	1589.390015	146
1701.140015	1702.579956	144
2010.459961	2011.890015	143
1301.520020	1302.930054	141
17.840000	19.219999	138
52.270000	53.650002	138
560.429993	561.780029	135
2924.590088	2925.939941	135
2602.810059	2604.139893	133
168.070007	169.369995	130
1514.030029	1515.329956	130
2416.090088	2417.389893	130
2944.649902	2945.929932	128
2378.709961	2379.989990	127
308.209991	309.470001	126
1502.660034	1503.920044	126
1792.880005	1794.140015	126
2129.600098	2130.860107	126
2391.659912	2392.919922	126
2930.590088	2931.850098	126
545.169983	546.419983	125
631.400024	632.650024	125
1323.780029	1325.030029	125
1400.969971	1402.219971	125
1469.489990	1470.739990	125
3180.639893	3181.889893	125
1155.050049	1156.280029	123
1327.880005	1329.109985	123
1462.300049	1463.530029	123
1565.040039	1566.270020	123
2163.610107	2164.840088	123
3374.310059	3375.540039	123
2710.300049	2711.510010	121
499.010010	500.209991	120
584.750000	585.950012	120
1536.099976	1537.300049	120
2210.840088	2212.040039	120
2368.489990	2369.689941	120
2887.699951	2888.899902	120
2169.729980	2170.929932	119
310.559998	311.739990	118
1297.130005	1298.310059	117
1347.339966	1348.510010	117
1548.250000	1549.400024	115
2026.000000	2027.150024	115
2758.189941	2759.340088	115
2899.590088	2900.739990	115
2952.590088	2953.739990	115
3188.949951	3190.090088	114
1585.310059	1586.439941	113
1868.319946	1869.449951	113
2386.250000	2387.379883	113
1127.880005	1129.010010	112
1431.479980	1432.599976	112
1345.380005	1346.479980	110
1519.589966	1520.689941	110
1721.750000	1722.849976	110
2361.439941	2362.540039	110
2376.459961	2377.560059	110
2766.100098	2767.199951	110
1464.369995	1465.459961	109
1395.400024	1396.479980	108
1363.349976	1364.420044	107
1421.109985	1422.180054	107
2742.590088	2743.659912	107
219.240005	220.289993	105
771.570007	772.590027	102
1109.520020	1110.540039	102
2345.689941	2346.709961	102
39.130001	40.150002	101
644.200012	645.219971	101
3050.709961	3051.719971	101
1123.569946	1124.569946	100
49.470001	50.459999	99
1204.160034	1205.150024	99
1435.609985	1436.599976	99
1467.709961	1468.699951	99
1511.829956	1512.819946	99
1966.599976	1967.589966	99
2017.250000	2018.239990	99
3215.040039	3216.030029	99
73.110001	74.080002	97
1174.430054	1175.400024	97
1391.069946	1392.030029	96
59.290001	60.230000	94
